"region","index","alpha_frac","gamma_frac","delta_frac","omicron_frac","other_frac"
"San Joaquin Valley Consortium (SJVC)",2021-11-02,0,0,0.998914223669924,0.001085776330076,0
"Southern California Health Officers",2021-11-02,0,0,0.999675008124797,0.00032499187520312,0
"California",2021-11-02,0,0,0.999452729511561,0.000547270488438911,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-03,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-11-03,0,0,0.998740554156171,0.00125944584382872,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-03,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-03,0,0,0.998875140607424,0.00112485939257593,0
"Southern California Health Officers",2021-11-03,0,0,0.999350860110354,0.000649139889646219,0
"California",2021-11-03,0,0,0.999303232998885,0.000696767001114827,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-04,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-11-04,0,0,0.998866213151928,0.00113378684807256,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-04,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-04,0,0,0.998944033790919,0.00105596620908131,0
"Southern California Health Officers",2021-11-04,0,0,0.999385182908085,0.000614817091915155,0
"California",2021-11-04,0,0,0.999343832020997,0.000656167979002625,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-05,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-11-05,0,0,0.997780244173141,0.00221975582685905,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-05,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-05,0,0,1,0,0
"Southern California Health Officers",2021-11-05,0,0,0.999412283279459,0.0005877167205407,0
"California",2021-11-05,0,0,0.999491546968349,0.000508453031651201,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-06,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-11-06,0,0,0.997638724911452,0.00236127508854782,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-06,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-06,0,0,1,0,0
"Southern California Health Officers",2021-11-06,0,0,0.999420289855072,0.000579710144927536,0
"California",2021-11-06,0,0,0.99948671885025,0.000513281149749775,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-07,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-11-07,0,0,0.997581620314389,0.00241837968561064,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-07,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-07,0,0,1,0,0
"Southern California Health Officers",2021-11-07,0,0,0.999419616947185,0.000580383052814858,0
"California",2021-11-07,0,0,0.999482401656315,0.0005175983436853,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-08,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-11-08,0,0,0.997389033942559,0.00261096605744125,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-08,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-08,0,0,1,0,0
"Southern California Health Officers",2021-11-08,0,0,0.999412110523222,0.000587889476778366,0
"California",2021-11-08,0,0,0.999461641991925,0.00053835800807537,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-09,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-11-09,0,0,0.998613037447989,0.0013869625520111,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-09,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-09,0,0,1,0,0
"Southern California Health Officers",2021-11-09,0,0,0.999414862492686,0.000585137507314219,0
"California",2021-11-09,0,0,0.99959244667844,0.000407553321559571,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-10,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-11-10,0,0,0.998689384010485,0.00131061598951507,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-10,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-10,0,0,1,0,0
"Southern California Health Officers",2021-11-10,0,0,0.999712478435883,0.000287521564117309,0
"California",2021-11-10,0,0,0.999736738186126,0.000263261813873898,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-11,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-11-11,0,0,0.99859943977591,0.00140056022408964,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-11,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-11,0,0,1,0,0
"Southern California Health Officers",2021-11-11,0,0,0.999680409076382,0.000319590923617769,0
"California",2021-11-11,0,0,0.999715666761444,0.000284333238555587,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-12,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-11-12,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-12,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-12,0,0,1,0,0
"Southern California Health Officers",2021-11-12,0,0,0.999689344516931,0.000310655483069276,0
"California",2021-11-12,0,0,0.999862919808088,0.000137080191912269,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-13,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-11-13,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-13,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-13,0,0,1,0,0
"Southern California Health Officers",2021-11-13,0,0,1,0,0
"California",2021-11-13,0,0,1,0,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-14,0,0,0.99939649969825,0.000603500301750151,0
"Greater Sacramento Region Health Officers",2021-11-14,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-14,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-14,0,0,1,0,0
"Southern California Health Officers",2021-11-14,0,0,1,0,0
"California",2021-11-14,0,0,0.999864901378006,0.000135098621994056,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-15,0,0,0.999399399399399,0.000600600600600601,0
"Greater Sacramento Region Health Officers",2021-11-15,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-15,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-15,0,0,1,0,0
"Southern California Health Officers",2021-11-15,0,0,1,0,0
"California",2021-11-15,0,0,0.999864314789688,0.000135685210312076,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-16,0,0,0.999380421313507,0.000619578686493185,0
"Greater Sacramento Region Health Officers",2021-11-16,0,0,0.998812351543943,0.00118764845605701,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-16,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-16,0,0,1,0,0
"Southern California Health Officers",2021-11-16,0,0,1,0,0
"California",2021-11-16,0,0,0.999717474219523,0.000282525780477469,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-17,0,0,0.999344692005242,0.000655307994757536,0
"Greater Sacramento Region Health Officers",2021-11-17,0,0,0.996098829648895,0.00390117035110533,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-17,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-17,0,0,1,0,0
"Southern California Health Officers",2021-11-17,0,0,0.999335768847559,0.00066423115244105,0
"California",2021-11-17,0,0,0.99910434393193,0.000895656068069861,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-18,0,0,0.999339498018494,0.000660501981505945,0
"Greater Sacramento Region Health Officers",2021-11-18,0,0,0.996052631578947,0.00394736842105263,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-18,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-18,0,0,1,0,0
"Southern California Health Officers",2021-11-18,0,0,0.999046408137317,0.000953591862682772,0
"California",2021-11-18,0,0,0.998975109809663,0.00102489019033675,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-19,0,0,0.999330207635633,0.000669792364367046,0
"Greater Sacramento Region Health Officers",2021-11-19,0,0,0.994722955145119,0.00527704485488127,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-19,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-19,0,0,1,0,0
"Southern California Health Officers",2021-11-19,0,0,0.998964803312629,0.0010351966873706,0
"California",2021-11-19,0,0,0.998760266542693,0.00123973345730668,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-20,0,0,0.999326599326599,0.000673400673400673,0
"Greater Sacramento Region Health Officers",2021-11-20,0,0,0.994366197183099,0.00563380281690141,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-20,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-20,0,0,1,0,0
"Southern California Health Officers",2021-11-20,0,0,0.998941051888458,0.00105894811154253,0
"California",2021-11-20,0,0,0.998724082934609,0.00127591706539075,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-21,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-11-21,0,0,0.991279069767442,0.00872093023255814,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-21,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-21,0,0,1,0,0
"Southern California Health Officers",2021-11-21,0,0,0.998942917547569,0.00105708245243129,0
"California",2021-11-21,0,0,0.998553519768563,0.00144648023143684,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-22,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-11-22,0,0,0.987823439878234,0.0121765601217656,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-22,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-22,0,0,1,0,0
"Southern California Health Officers",2021-11-22,0,0,0.998905109489051,0.00109489051094891,0
"California",2021-11-22,0,0,0.998153122901276,0.00184687709872398,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-23,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-11-23,0,0,0.989230769230769,0.0107692307692308,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-23,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-23,0,0,1,0,0
"Southern California Health Officers",2021-11-23,0,0,0.998878504672897,0.0011214953271028,0
"California",2021-11-23,0,0,0.998285616320933,0.00171438367906738,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-24,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-11-24,0,0,0.99236641221374,0.00763358778625954,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-24,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-24,0,0,1,0,0
"Southern California Health Officers",2021-11-24,0,0,0.999605833661805,0.000394166338194718,0
"California",2021-11-24,0,0,0.998958333333333,0.00104166666666667,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-25,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-11-25,0,0,0.991304347826087,0.00869565217391304,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-25,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-25,0,0,1,0,0
"Southern California Health Officers",2021-11-25,0,0,1,0,0
"California",2021-11-25,0,0,0.998997594226143,0.00100240577385726,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-26,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-11-26,0,0,0.992079207920792,0.00792079207920792,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-26,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-26,0,0,1,0,0
"Southern California Health Officers",2021-11-26,0,0,0.999475341028332,0.000524658971668416,0
"California",2021-11-26,0,0,0.99887867234806,0.0011213276519399,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-27,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-11-27,0,0,0.991752577319588,0.00824742268041237,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-27,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-27,0,0,1,0,0
"Southern California Health Officers",2021-11-27,0,0,0.999486916367368,0.000513083632632119,0
"California",2021-11-27,0,0,0.998868778280543,0.00113122171945701,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-28,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-11-28,0,0,0.996101364522417,0.00389863547758285,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-28,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-28,0,0,1,0,0
"Southern California Health Officers",2021-11-28,0,0,0.999477533960293,0.000522466039707419,0
"California",2021-11-28,0,0,0.999321266968326,0.000678733031674208,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-29,0,0,0.9984,0.0016,0
"Greater Sacramento Region Health Officers",2021-11-29,0,0,0.996031746031746,0.00396825396825397,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-29,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-29,0,0,1,0,0
"Southern California Health Officers",2021-11-29,0,0,0.999487179487179,0.000512820512820513,0
"California",2021-11-29,0,0,0.998867497168743,0.00113250283125708,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-30,0,0,0.994780014914243,0.0052199850857569,0
"Greater Sacramento Region Health Officers",2021-11-30,0,0,0.994328922495274,0.0056710775047259,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-30,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-30,0,0,1,0,0
"Southern California Health Officers",2021-11-30,0,0,0.998972778633796,0.00102722136620442,0
"California",2021-11-30,0,0,0.997330960854093,0.00266903914590747,0
"Association of Bay Area Health Officers (ABAHO)",2021-12-01,0,0,0.993675889328063,0.00632411067193676,0
"Greater Sacramento Region Health Officers",2021-12-01,0,0,0.994274809160305,0.00572519083969466,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-12-01,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-12-01,0,0,1,0,0
"Southern California Health Officers",2021-12-01,0,0,0.999049429657795,0.000950570342205323,0
"California",2021-12-01,0,0,0.997141600703606,0.00285839929639402,0
"Association of Bay Area Health Officers (ABAHO)",2021-12-02,0,0,0.990838618745595,0.00916138125440451,0
"Greater Sacramento Region Health Officers",2021-12-02,0,0,0.99468085106383,0.00531914893617021,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-12-02,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-12-02,0,0,0.998349834983498,0.00165016501650165,0
"Southern California Health Officers",2021-12-02,0,0,0.998713550600343,0.00128644939965695,0
"California",2021-12-02,0,0,0.996039603960396,0.00396039603960396,0
"Association of Bay Area Health Officers (ABAHO)",2021-12-03,0,0,0.988696808510638,0.0113031914893617,0
"Greater Sacramento Region Health Officers",2021-12-03,0,0,0.995081967213115,0.00491803278688525,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-12-03,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-12-03,0,0,0.998422712933754,0.00157728706624606,0
"Southern California Health Officers",2021-12-03,0,0,0.999203504579849,0.000796495420151334,0
"California",2021-12-03,0,0,0.995742317660126,0.00425768233987412,0
"Association of Bay Area Health Officers (ABAHO)",2021-12-04,0,0,0.987804878048781,0.0121951219512195,0
"Greater Sacramento Region Health Officers",2021-12-04,0,0,0.993893129770992,0.00610687022900763,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-12-04,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-12-04,0,0,0.998538011695906,0.00146198830409357,0
"Southern California Health Officers",2021-12-04,0,0,0.999185999185999,0.000814000814000814,0
"California",2021-12-04,0,0,0.9952770208901,0.00472297910990009,0
"Association of Bay Area Health Officers (ABAHO)",2021-12-05,0,0,0.987718164188752,0.0122818358112476,0
"Greater Sacramento Region Health Officers",2021-12-05,0,0,0.993569131832797,0.00643086816720257,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-12-05,0,0,1,0,0
